#This table containes the kinematics derivatives, where ds_dkin is the derivative of the cross section
#with respect to the kinematic variable in units of %/mrad or %/MeV
#There are also the relative systematic errors of individual kinematic variables, and the total error added in quadrature
#to see which is the dominant source of the systematics errors
#!ib[i,0]/  pm_bin[f,1]/   thnq_bin[f,2]/   ds_dthe[f,3]/   ds_dphe[f,4]/   ds_def[f,5]/   ds_dthp[f,6]/   ds_dphp[f,7]/  ds_dthb[f,8]/   ds_dphb[f,9]/    ds_dE[f,10]/    sig_the[f,11]/   sig_phe[f,12]/   sig_ef[f,13]/   sig_thp[f,14]/   sig_php[f,15]/  sig_thb[f,16]/   sig_phb[f,17]/    sig_E[f,18]/    sig_tot[f,19]/ 
404   0.740000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
425   0.780000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
446   0.820000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
467   0.860000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
488   0.900000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
509   0.940000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
530   0.980000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
551   1.020000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
572   1.060000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
593   1.100000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
614   1.140000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
635   1.180000   45.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
27   0.020000   55.000000   -1.721e+01   -2.639e+01   -2.967e-01   -3.073e+00   -9.620e+00   -3.247e+01   3.647e+00   -2.826e-01   -1.721e+01   -2.639e+01   -6.379e-01   -3.073e+00   -9.620e+00   -0.000e+00   0.000e+00   -2.996e+00   3.323e+01
48   0.060000   55.000000   -1.585e+01   -2.729e+01   -1.591e-01   -3.521e+00   -1.040e+01   -3.288e+01   7.271e+00   -2.820e-01   -1.585e+01   -2.729e+01   -3.379e-01   -3.521e+00   -1.040e+01   -0.000e+00   0.000e+00   -2.989e+00   3.355e+01
69   0.100000   55.000000   -1.530e+01   -2.451e+01   -3.870e-01   -1.905e+00   -9.225e+00   -2.954e+01   1.182e+01   -3.112e-01   -1.530e+01   -2.451e+01   -8.158e-01   -1.905e+00   -9.225e+00   -0.000e+00   0.000e+00   -3.299e+00   3.058e+01
90   0.140000   55.000000   -1.549e+01   -2.174e+01   -6.541e-01   -3.234e-01   -8.193e+00   -2.624e+01   1.568e+01   -3.507e-01   -1.549e+01   -2.174e+01   -1.374e+00   -3.234e-01   -8.193e+00   -0.000e+00   0.000e+00   -3.717e+00   2.820e+01
111   0.180000   55.000000   -1.598e+01   -1.938e+01   -8.973e-01   1.071e+00   -7.173e+00   -2.344e+01   1.886e+01   -3.841e-01   -1.598e+01   -1.938e+01   -1.866e+00   1.071e+00   -7.173e+00   -0.000e+00   0.000e+00   -4.071e+00   2.652e+01
132   0.220000   55.000000   -1.559e+01   -1.744e+01   -9.360e-01   1.564e+00   -6.377e+00   -2.110e+01   1.925e+01   -3.814e-01   -1.559e+01   -1.744e+01   -1.932e+00   1.564e+00   -6.377e+00   -0.000e+00   0.000e+00   -4.043e+00   2.471e+01
153   0.260000   55.000000   -1.432e+01   -1.518e+01   -8.645e-01   1.644e+00   -5.537e+00   -1.838e+01   1.821e+01   -3.560e-01   -1.432e+01   -1.518e+01   -1.777e+00   1.644e+00   -5.537e+00   -0.000e+00   0.000e+00   -3.774e+00   2.205e+01
174   0.300000   55.000000   -1.265e+01   -1.295e+01   -7.155e-01   1.444e+00   -4.684e+00   -1.573e+01   1.580e+01   -3.107e-01   -1.265e+01   -1.295e+01   -1.471e+00   1.444e+00   -4.684e+00   -0.000e+00   0.000e+00   -3.293e+00   1.910e+01
195   0.340000   55.000000   -1.104e+01   -1.077e+01   -5.799e-01   1.252e+00   -3.871e+00   -1.305e+01   1.359e+01   -2.676e-01   -1.104e+01   -1.077e+01   -1.192e+00   1.252e+00   -3.871e+00   -0.000e+00   0.000e+00   -2.837e+00   1.624e+01
216   0.380000   55.000000   -9.545e+00   -8.766e+00   -4.571e-01   1.054e+00   -3.123e+00   -1.066e+01   1.169e+01   -2.278e-01   -9.545e+00   -8.766e+00   -9.412e-01   1.054e+00   -3.123e+00   -0.000e+00   0.000e+00   -2.415e+00   1.362e+01
237   0.420000   55.000000   -8.537e+00   -7.506e+00   -3.669e-01   8.978e-01   -2.642e+00   -9.156e+00   1.019e+01   -1.993e-01   -8.537e+00   -7.506e+00   -7.580e-01   8.978e-01   -2.642e+00   -0.000e+00   0.000e+00   -2.113e+00   1.192e+01
258   0.460000   55.000000   -7.993e+00   -6.812e+00   -3.140e-01   8.056e-01   -2.398e+00   -8.308e+00   9.402e+00   -1.845e-01   -7.993e+00   -6.812e+00   -6.515e-01   8.056e-01   -2.398e+00   -0.000e+00   0.000e+00   -1.956e+00   1.100e+01
279   0.500000   55.000000   -7.626e+00   -6.486e+00   -2.703e-01   7.128e-01   -2.268e+00   -7.941e+00   8.892e+00   -1.744e-01   -7.626e+00   -6.486e+00   -5.644e-01   7.128e-01   -2.268e+00   -0.000e+00   0.000e+00   -1.849e+00   1.047e+01
300   0.540000   55.000000   -7.506e+00   -6.492e+00   -2.415e-01   6.560e-01   -2.264e+00   -7.958e+00   8.646e+00   -1.703e-01   -7.506e+00   -6.492e+00   -5.074e-01   6.560e-01   -2.264e+00   -0.000e+00   0.000e+00   -1.805e+00   1.037e+01
321   0.580000   55.000000   -7.489e+00   -6.618e+00   -2.169e-01   6.010e-01   -2.350e+00   -8.107e+00   8.571e+00   -1.702e-01   -7.489e+00   -6.618e+00   -4.596e-01   6.010e-01   -2.350e+00   -0.000e+00   0.000e+00   -1.804e+00   1.045e+01
342   0.620000   55.000000   -7.523e+00   -6.824e+00   -1.974e-01   5.456e-01   -2.416e+00   -8.394e+00   8.566e+00   -1.711e-01   -7.523e+00   -6.824e+00   -4.213e-01   5.456e-01   -2.416e+00   -0.000e+00   0.000e+00   -1.814e+00   1.062e+01
363   0.660000   55.000000   -7.374e+00   -7.128e+00   -1.448e-01   3.660e-01   -2.569e+00   -8.829e+00   8.170e+00   -1.669e-01   -7.374e+00   -7.128e+00   -3.151e-01   3.660e-01   -2.569e+00   -0.000e+00   0.000e+00   -1.769e+00   1.073e+01
384   0.700000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
405   0.740000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
426   0.780000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
447   0.820000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
468   0.860000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
489   0.900000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
510   0.940000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
531   0.980000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
552   1.020000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
573   1.060000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
594   1.100000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
615   1.140000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
636   1.180000   55.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
28   0.020000   65.000000   -1.660e+01   -2.958e+01   -5.088e-01   -1.112e+00   -1.094e+01   -3.583e+01   5.456e+00   -2.797e-01   -1.660e+01   -2.958e+01   -1.085e+00   -1.112e+00   -1.094e+01   -0.000e+00   0.000e+00   -2.965e+00   3.580e+01
49   0.060000   65.000000   -8.503e+00   -2.796e+01   6.788e-01   -5.396e+00   -1.074e+01   -3.369e+01   -3.446e+00   -6.233e-02   -8.503e+00   -2.796e+01   1.453e+00   -5.396e+00   -1.074e+01   -0.000e+00   -0.000e+00   -6.607e-01   3.164e+01
70   0.100000   65.000000   -7.294e+00   -2.435e+01   5.850e-01   -4.385e+00   -9.265e+00   -2.943e+01   -4.518e-01   -7.372e-02   -7.294e+00   -2.435e+01   1.251e+00   -4.385e+00   -9.265e+00   -0.000e+00   -0.000e+00   -7.814e-01   2.745e+01
91   0.140000   65.000000   -7.964e+00   -2.190e+01   3.121e-01   -2.911e+00   -8.348e+00   -2.652e+01   3.189e+00   -1.198e-01   -7.964e+00   -2.190e+01   6.673e-01   -2.911e+00   -8.348e+00   -0.000e+00   0.000e+00   -1.270e+00   2.497e+01
112   0.180000   65.000000   -8.973e+00   -2.005e+01   2.933e-02   -1.478e+00   -7.575e+00   -2.435e+01   6.641e+00   -1.683e-01   -8.973e+00   -2.005e+01   6.262e-02   -1.478e+00   -7.575e+00   -0.000e+00   0.000e+00   -1.784e+00   2.335e+01
133   0.220000   65.000000   -9.775e+00   -1.836e+01   -1.735e-01   -4.242e-01   -6.881e+00   -2.230e+01   9.156e+00   -2.029e-01   -9.775e+00   -1.836e+01   -3.685e-01   -4.242e-01   -6.881e+00   -0.000e+00   0.000e+00   -2.151e+00   2.202e+01
154   0.260000   65.000000   -9.631e+00   -1.598e+01   -2.483e-01   1.232e-01   -5.953e+00   -1.943e+01   1.003e+01   -2.093e-01   -9.631e+00   -1.598e+01   -5.257e-01   1.232e-01   -5.953e+00   -0.000e+00   0.000e+00   -2.219e+00   1.972e+01
175   0.300000   65.000000   -8.818e+00   -1.356e+01   -2.234e-01   2.786e-01   -4.986e+00   -1.654e+01   9.425e+00   -1.924e-01   -8.818e+00   -1.356e+01   -4.732e-01   2.786e-01   -4.986e+00   -0.000e+00   0.000e+00   -2.039e+00   1.705e+01
196   0.340000   65.000000   -7.861e+00   -1.118e+01   -1.746e-01   3.093e-01   -4.094e+00   -1.362e+01   8.491e+00   -1.697e-01   -7.861e+00   -1.118e+01   -3.707e-01   3.093e-01   -4.094e+00   -0.000e+00   0.000e+00   -1.799e+00   1.439e+01
217   0.380000   65.000000   -6.979e+00   -9.018e+00   -1.347e-01   3.155e-01   -3.262e+00   -1.104e+01   7.597e+00   -1.488e-01   -6.979e+00   -9.018e+00   -2.873e-01   3.155e-01   -3.262e+00   -0.000e+00   0.000e+00   -1.577e+00   1.197e+01
238   0.420000   65.000000   -6.360e+00   -7.666e+00   -9.722e-02   2.727e-01   -2.744e+00   -9.425e+00   6.881e+00   -1.334e-01   -6.360e+00   -7.666e+00   -2.088e-01   2.727e-01   -2.744e+00   -0.000e+00   0.000e+00   -1.414e+00   1.043e+01
259   0.460000   65.000000   -5.993e+00   -6.893e+00   -6.775e-02   2.278e-01   -2.472e+00   -8.480e+00   6.446e+00   -1.237e-01   -5.993e+00   -6.893e+00   -1.467e-01   2.278e-01   -2.472e+00   -0.000e+00   0.000e+00   -1.311e+00   9.557e+00
280   0.500000   65.000000   -5.714e+00   -6.480e+00   -3.945e-02   1.674e-01   -2.314e+00   -8.021e+00   6.091e+00   -1.170e-01   -5.714e+00   -6.480e+00   -8.643e-02   1.674e-01   -2.314e+00   -0.000e+00   0.000e+00   -1.240e+00   9.032e+00
301   0.540000   65.000000   -5.587e+00   -6.406e+00   -1.469e-02   1.094e-01   -2.295e+00   -7.958e+00   5.890e+00   -1.131e-01   -5.587e+00   -6.406e+00   -3.260e-02   1.094e-01   -2.295e+00   -0.000e+00   0.000e+00   -1.199e+00   8.886e+00
322   0.580000   65.000000   -5.422e+00   -6.434e+00   2.487e-02   -6.709e-03   -2.360e+00   -7.998e+00   5.593e+00   -1.084e-01   -5.422e+00   -6.434e+00   5.613e-02   -6.709e-03   -2.360e+00   -0.000e+00   0.000e+00   -1.149e+00   8.815e+00
343   0.620000   65.000000   -5.201e+00   -6.520e+00   6.777e-02   -1.461e-01   -2.414e+00   -8.176e+00   5.209e+00   -1.024e-01   -5.201e+00   -6.520e+00   1.565e-01   -1.461e-01   -2.414e+00   -0.000e+00   0.000e+00   -1.085e+00   8.753e+00
364   0.660000   65.000000   -4.680e+00   -6.583e+00   1.515e-01   -4.408e-01   -2.490e+00   -8.348e+00   4.337e+00   -8.709e-02   -4.680e+00   -6.583e+00   3.609e-01   -4.408e-01   -2.490e+00   -0.000e+00   0.000e+00   -9.232e-01   8.521e+00
385   0.700000   65.000000   -4.337e+00   -6.709e+00   2.214e-01   -6.893e-01   -2.601e+00   -8.531e+00   3.712e+00   -7.612e-02   -4.337e+00   -6.709e+00   5.404e-01   -6.893e-01   -2.601e+00   -0.000e+00   0.000e+00   -8.069e-01   8.486e+00
406   0.740000   65.000000   -4.155e+00   -6.824e+00   2.599e-01   -7.769e-01   -2.653e+00   -8.709e+00   3.429e+00   -6.976e-02   -4.155e+00   -6.824e+00   6.409e-01   -7.769e-01   -2.653e+00   -0.000e+00   0.000e+00   -7.395e-01   8.511e+00
427   0.780000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
448   0.820000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
469   0.860000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
490   0.900000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
511   0.940000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
532   0.980000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
553   1.020000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
574   1.060000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
595   1.100000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
616   1.140000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
637   1.180000   65.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
29   0.020000   75.000000   -1.023e+01   -2.959e+01   2.310e-01   -2.877e+00   -1.114e+01   -3.603e+01   -4.300e+00   -8.484e-02   -1.023e+01   -2.959e+01   4.980e-01   -2.877e+00   -1.114e+01   -0.000e+00   -0.000e+00   -8.993e-01   3.337e+01
50   0.060000   75.000000   -1.224e-03   -2.691e+01   1.535e+00   -7.294e+00   -1.035e+01   -3.257e+01   -1.271e+01   1.609e-01   -1.224e-03   -2.691e+01   3.320e+00   -7.294e+00   -1.035e+01   -0.000e+00   -0.000e+00   1.706e+00   2.998e+01
71   0.100000   75.000000   1.217e+00   -2.255e+01   1.459e+00   -6.532e+00   -8.508e+00   -2.744e+01   -1.046e+01   1.503e-01   1.217e+00   -2.255e+01   3.156e+00   -6.532e+00   -8.508e+00   -0.000e+00   -0.000e+00   1.593e+00   2.525e+01
92   0.140000   75.000000   -5.384e-01   -2.039e+01   1.100e+00   -4.898e+00   -7.752e+00   -2.485e+01   -6.148e+00   8.043e-02   -5.384e-01   -2.039e+01   2.387e+00   -4.898e+00   -7.752e+00   -0.000e+00   -0.000e+00   8.526e-01   2.251e+01
113   0.180000   75.000000   -2.032e+00   -1.878e+01   8.055e-01   -3.557e+00   -7.105e+00   -2.296e+01   -2.829e+00   2.554e-02   -2.032e+00   -1.878e+01   1.755e+00   -3.557e+00   -7.105e+00   -0.000e+00   -0.000e+00   2.707e-01   2.057e+01
134   0.220000   75.000000   -3.244e+00   -1.741e+01   5.748e-01   -2.506e+00   -6.578e+00   -2.132e+01   -2.028e-01   -1.853e-02   -3.244e+00   -1.741e+01   1.256e+00   -2.506e+00   -6.578e+00   -0.000e+00   -0.000e+00   -1.964e-01   1.910e+01
155   0.260000   75.000000   -4.038e+00   -1.530e+01   4.069e-01   -1.694e+00   -5.781e+00   -1.876e+01   1.729e+00   -4.915e-02   -4.038e+00   -1.530e+01   8.907e-01   -1.694e+00   -5.781e+00   -0.000e+00   0.000e+00   -5.210e-01   1.696e+01
176   0.300000   75.000000   -4.256e+00   -1.295e+01   3.019e-01   -1.160e+00   -4.856e+00   -1.597e+01   2.723e+00   -6.203e-02   -4.256e+00   -1.295e+01   6.651e-01   -1.160e+00   -4.856e+00   -0.000e+00   0.000e+00   -6.575e-01   1.455e+01
197   0.340000   75.000000   -4.197e+00   -1.061e+01   2.427e-01   -8.474e-01   -3.974e+00   -1.308e+01   3.136e+00   -6.514e-02   -4.197e+00   -1.061e+01   5.386e-01   -8.474e-01   -3.974e+00   -0.000e+00   0.000e+00   -6.905e-01   1.214e+01
218   0.380000   75.000000   -4.163e+00   -8.543e+00   1.838e-01   -5.741e-01   -3.171e+00   -1.059e+01   3.494e+00   -6.814e-02   -4.163e+00   -8.543e+00   4.115e-01   -5.741e-01   -3.171e+00   -0.000e+00   0.000e+00   -7.223e-01   1.007e+01
239   0.420000   75.000000   -4.040e+00   -7.202e+00   1.616e-01   -4.665e-01   -2.649e+00   -8.967e+00   3.543e+00   -6.708e-02   -4.040e+00   -7.202e+00   3.655e-01   -4.665e-01   -2.649e+00   -0.000e+00   0.000e+00   -7.110e-01   8.722e+00
260   0.460000   75.000000   -4.042e+00   -6.457e+00   1.463e-01   -3.960e-01   -2.382e+00   -8.056e+00   3.654e+00   -6.830e-02   -4.042e+00   -6.457e+00   3.341e-01   -3.960e-01   -2.382e+00   -0.000e+00   0.000e+00   -7.240e-01   8.031e+00
281   0.500000   75.000000   -4.019e+00   -6.033e+00   1.435e-01   -3.749e-01   -2.217e+00   -7.569e+00   3.677e+00   -6.801e-02   -4.019e+00   -6.033e+00   3.315e-01   -3.749e-01   -2.217e+00   -0.000e+00   0.000e+00   -7.209e-01   7.632e+00
302   0.540000   75.000000   -4.039e+00   -5.947e+00   1.493e-01   -3.873e-01   -2.190e+00   -7.489e+00   3.698e+00   -6.906e-02   -4.039e+00   -5.947e+00   3.488e-01   -3.873e-01   -2.190e+00   -0.000e+00   0.000e+00   -7.320e-01   7.569e+00
323   0.580000   75.000000   -3.978e+00   -5.953e+00   1.746e-01   -4.675e-01   -2.236e+00   -7.494e+00   3.556e+00   -6.652e-02   -3.978e+00   -5.953e+00   4.135e-01   -4.675e-01   -2.236e+00   -0.000e+00   0.000e+00   -7.051e-01   7.560e+00
344   0.620000   75.000000   -3.925e+00   -6.039e+00   1.970e-01   -5.405e-01   -2.268e+00   -7.655e+00   3.430e+00   -6.448e-02   -3.925e+00   -6.039e+00   4.726e-01   -5.405e-01   -2.268e+00   -0.000e+00   0.000e+00   -6.835e-01   7.616e+00
365   0.660000   75.000000   -3.815e+00   -6.194e+00   2.299e-01   -6.537e-01   -2.349e+00   -7.901e+00   3.199e+00   -6.111e-02   -3.815e+00   -6.194e+00   5.610e-01   -6.537e-01   -2.349e+00   -0.000e+00   0.000e+00   -6.478e-01   7.720e+00
386   0.700000   75.000000   -3.681e+00   -6.360e+00   2.751e-01   -8.325e-01   -2.441e+00   -8.125e+00   2.871e+00   -5.610e-02   -3.681e+00   -6.360e+00   6.784e-01   -8.325e-01   -2.441e+00   -0.000e+00   0.000e+00   -5.947e-01   7.840e+00
407   0.740000   75.000000   -3.728e+00   -6.600e+00   2.927e-01   -8.686e-01   -2.593e+00   -8.468e+00   2.885e+00   -5.678e-02   -3.728e+00   -6.600e+00   7.356e-01   -8.686e-01   -2.593e+00   -0.000e+00   0.000e+00   -6.019e-01   8.114e+00
428   0.780000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
449   0.820000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
470   0.860000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
491   0.900000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
512   0.940000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
533   0.980000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
554   1.020000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
575   1.060000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
596   1.100000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
617   1.140000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
638   1.180000   75.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
30   0.020000   85.000000   6.486e+00   -2.362e+01   2.119e+00   -8.554e+00   -8.365e+00   -2.944e+01   -2.200e+01   3.508e-01   6.486e+00   -2.362e+01   4.613e+00   -8.554e+00   -8.365e+00   -0.000e+00   -0.000e+00   3.718e+00   2.790e+01
51   0.060000   85.000000   1.060e+01   -2.350e+01   2.445e+00   -9.448e+00   -8.806e+00   -2.879e+01   -2.171e+01   4.032e-01   1.060e+01   -2.350e+01   5.330e+00   -9.448e+00   -8.806e+00   -0.000e+00   -0.000e+00   4.274e+00   2.963e+01
72   0.100000   85.000000   8.348e+00   -2.076e+01   2.013e+00   -7.580e+00   -7.764e+00   -2.549e+01   -1.661e+01   3.114e-01   8.348e+00   -2.076e+01   4.412e+00   -7.580e+00   -7.764e+00   -0.000e+00   -0.000e+00   3.301e+00   2.547e+01
93   0.140000   85.000000   6.692e+00   -1.752e+01   1.736e+00   -6.446e+00   -6.595e+00   -2.158e+01   -1.328e+01   2.537e-01   6.692e+00   -1.752e+01   3.830e+00   -6.446e+00   -6.595e+00   -0.000e+00   -0.000e+00   2.689e+00   2.142e+01
114   0.180000   85.000000   4.868e+00   -1.571e+01   1.453e+00   -5.295e+00   -5.890e+00   -1.942e+01   -1.040e+01   1.968e-01   4.868e+00   -1.571e+01   3.227e+00   -5.295e+00   -5.890e+00   -0.000e+00   -0.000e+00   2.086e+00   1.866e+01
135   0.220000   85.000000   3.148e+00   -1.447e+01   1.209e+00   -4.364e+00   -5.445e+00   -1.794e+01   -7.855e+00   1.463e-01   3.148e+00   -1.447e+01   2.706e+00   -4.364e+00   -5.445e+00   -0.000e+00   -0.000e+00   1.551e+00   1.667e+01
156   0.260000   85.000000   1.592e+00   -1.289e+01   9.736e-01   -3.387e+00   -4.877e+00   -1.599e+01   -5.210e+00   9.897e-02   1.592e+00   -1.289e+01   2.196e+00   -3.387e+00   -4.877e+00   -0.000e+00   -0.000e+00   1.049e+00   1.448e+01
177   0.300000   85.000000   -1.039e-01   -1.126e+01   7.239e-01   -2.451e+00   -4.252e+00   -1.402e+01   -2.617e+00   4.941e-02   -1.039e-01   -1.126e+01   1.645e+00   -2.451e+00   -4.252e+00   -0.000e+00   -0.000e+00   5.237e-01   1.240e+01
198   0.340000   85.000000   -1.167e+00   -9.454e+00   5.518e-01   -1.820e+00   -3.566e+00   -1.178e+01   -8.669e-01   1.695e-02   -1.167e+00   -9.454e+00   1.265e+00   -1.820e+00   -3.566e+00   -0.000e+00   -0.000e+00   1.797e-01   1.041e+01
219   0.380000   85.000000   -1.970e+00   -7.706e+00   4.096e-01   -1.298e+00   -2.899e+00   -9.643e+00   5.490e-01   -7.534e-03   -1.970e+00   -7.706e+00   9.466e-01   -1.298e+00   -2.899e+00   -0.000e+00   0.000e+00   -7.986e-02   8.617e+00
240   0.420000   85.000000   -2.357e+00   -6.452e+00   3.325e-01   -1.029e+00   -2.409e+00   -8.119e+00   1.250e+00   -2.008e-02   -2.357e+00   -6.452e+00   7.767e-01   -1.029e+00   -2.409e+00   -0.000e+00   0.000e+00   -2.128e-01   7.395e+00
261   0.460000   85.000000   -2.550e+00   -5.804e+00   2.939e-01   -8.944e-01   -2.154e+00   -7.328e+00   1.600e+00   -2.645e-02   -2.550e+00   -5.804e+00   6.945e-01   -8.944e-01   -2.154e+00   -0.000e+00   0.000e+00   -2.804e-01   6.797e+00
282   0.500000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
303   0.540000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
324   0.580000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
345   0.620000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
366   0.660000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
387   0.700000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
408   0.740000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
429   0.780000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
450   0.820000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
471   0.860000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
492   0.900000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
513   0.940000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
534   0.980000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
555   1.020000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
576   1.060000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
597   1.100000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
618   1.140000   85.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
